instrument,technique,technique_family,n_samples,F1_hz,F2_hz,F3_hz,F4_hz,F5_hz,F6_hz,F1_db,F2_db,F3_db,F4_db,F5_db,F6_db,F1_mean,F1_std,F1_q25,F1_q75,F2_mean,F2_std,F2_q25,F2_q75,F3_mean,F3_std,F3_q25,F3_q75,F4_mean,F4_std,F5_mean,F5_std,F6_mean,F6_std,reliability_score,rugosity,suddenness,mean_kurtosis,mean_irregularity
Trompette en Ut,brassy_to_ordinario,ordinario,7,2121.0,2831.6,3542.2,4403.5,4963.4,5480.2,-10.27,-11.02,-3.39,0.12,-7.07,-5.14,2251.8,1151.2,1098.2,3520.7,2907.0,918.3,1841.1,3919.0,3548.4,825.4,2648.6,4382.0,4169.8,781.5,4672.7,763.5,5232.6,805.7,0.121,0.326,0.0,4.218,0.003
Trompette en Ut,crescendo,crescendo,26,2476.3,3305.3,3929.8,4425.1,5124.9,5695.5,-11.32,-9.64,-8.25,-5.97,-8.58,-8.67,2419.6,986.7,1561.2,3423.8,3160.0,794.8,2347.1,3811.4,3836.2,591.0,3348.4,4338.9,4454.9,417.8,5058.2,288.3,5668.2,183.7,0.192,0.349,0.0,3.052,0.003
Trompette en Ut,crescendo_to_decrescendo,crescendo,26,624.5,1033.6,1388.9,1841.1,2207.2,2637.8,-31.73,-25.36,-25.23,-24.44,-25.12,-27.35,656.8,178.3,506.0,764.4,1171.1,398.6,872.1,1507.3,1658.9,587.8,1238.2,2228.7,2166.2,805.8,2692.5,1037.9,3225.0,1265.5,0.374,0.053,0.0,17.873,0.005
Trompette en Ut,decrescendo,crescendo,29,2637.8,3531.4,4026.7,4392.8,5049.5,5641.7,-11.11,-9.13,-8.00,-6.55,-7.28,-7.17,2536.8,1044.4,1582.7,3488.4,3139.4,882.5,2390.2,3929.8,3714.8,811.8,3003.9,4328.2,4239.8,741.4,4976.4,440.2,5524.4,465.3,0.198,0.336,0.0,3.707,0.004
Trompette en Ut,flatterzunge,flutter,90,796.7,1313.5,1755.0,2336.4,2928.5,3509.9,-13.22,-11.12,-12.45,-15.92,-18.79,-20.58,882.1,580.0,495.3,1055.1,1414.5,694.2,947.5,1776.5,1920.6,796.6,1302.8,2465.6,2427.0,922.2,3015.1,1120.8,3561.7,1302.5,0.2,0.0,0.0,25.279,0.002
Trompette en Ut,flatterzunge_to_ordinario,ordinario,22,710.6,1087.4,1432.0,1851.9,2217.9,2648.6,-20.76,-19.58,-15.45,-18.10,-18.61,-21.36,729.7,270.0,538.3,796.7,1194.6,364.3,947.5,1184.3,1653.7,493.0,1324.3,1765.7,2128.9,629.4,2580.1,784.9,3051.4,928.8,0.228,0.012,0.0,19.916,0.005
Trompette en Ut,glissando_embouchure,glissando,1,452.2,1033.6,1356.6,2088.7,2433.3,3122.3,-36.74,-13.78,-36.36,-17.58,-39.02,-39.98,452.2,0.0,452.2,452.2,1033.6,0.0,1033.6,1033.6,1356.6,0.0,1356.6,1356.6,2088.7,0.0,2433.3,0.0,3122.3,0.0,0.0,0.226,0.5,9.219,0.001
Trompette en Ut,half_valve_glissando,glissando,27,753.7,1485.8,2185.6,2907.0,3639.1,4382.0,-20.79,-14.05,-21.17,-27.70,-34.83,-32.63,768.8,72.9,742.9,775.2,1471.8,80.3,1442.7,1507.3,2089.9,216.2,1981.1,2228.7,2762.2,359.3,3483.2,512.8,4238.7,469.6,0.535,0.074,0.5,16.778,0.002
Trompette en Ut,harmonics_glissando,harmonics,9,925.9,1582.7,1938.0,2444.0,2820.8,4145.1,-5.81,-12.41,-6.87,-14.15,-16.05,-20.85,941.5,40.0,915.2,990.5,1582.7,172.9,1507.3,1593.5,2001.4,281.1,1873.4,1991.8,2489.5,265.2,3021.8,413.1,3923.8,757.5,0.524,0.104,0.5,15.279,0.002
Trompette en Ut,increasing_intervals_legato,other,2,387.6,667.5,1012.1,1539.6,1894.9,2067.2,-10.57,-16.87,-15.16,-17.28,-23.29,-20.34,382.2,5.4,376.8,387.6,656.8,10.8,646.0,667.5,995.9,16.1,979.8,1012.1,1518.1,21.5,1841.1,53.8,2061.8,5.4,0.506,0.0,0.0,31.664,0.001
Trompette en Ut,note_lasting,other,33,624.5,1119.7,1593.5,1991.8,2465.6,2960.8,-31.48,-24.34,-25.65,-25.43,-27.63,-30.21,672.1,251.9,484.5,882.9,1177.8,410.9,839.8,1399.7,1631.6,468.0,1184.3,1981.1,2137.0,660.2,2700.5,915.3,3324.9,1203.6,0.272,0.0,0.0,22.269,0.005
Trompette en Ut,ordinario,ordinario,96,786.0,1324.3,1765.7,2304.1,2928.5,3714.5,-30.01,-26.36,-27.45,-28.49,-31.61,-34.92,1071.4,886.1,495.3,1238.2,1636.5,1018.5,936.7,2099.5,2125.7,1104.4,1281.2,2788.5,2640.3,1227.8,3166.8,1345.2,3729.7,1477.4,0.2,0.0,0.0,27.706,0.004
Trompette en Ut,ordinario_to_brassy,ordinario,14,1658.1,2497.9,3488.4,4188.2,4952.6,5706.3,-11.49,-13.39,-8.51,-7.06,-6.75,-9.91,1673.4,628.5,1055.1,2207.2,2527.8,529.7,2088.7,2917.7,3430.7,452.6,3122.3,3854.4,4203.6,329.4,4881.9,271.6,5654.0,224.9,0.158,0.352,0.0,2.921,0.003
Trompette en Ut,ordinario_to_flatterzunge,ordinario,30,775.2,1259.7,1776.5,2239.5,2788.5,3283.8,-14.91,-12.36,-11.74,-14.28,-16.57,-19.53,794.2,132.9,699.8,893.6,1320.3,308.4,1076.7,1496.6,1827.5,491.3,1378.1,2121.0,2363.6,690.2,2899.4,913.8,3467.6,1120.1,0.451,0.062,0.0,17.426,0.004
Trompette en Ut,pedal_tone,other,6,506.0,796.7,1098.2,1345.8,1711.9,2228.7,-23.26,-18.30,-16.47,-15.21,-18.92,-23.93,540.1,96.2,495.3,506.0,821.9,101.5,753.7,807.5,1117.9,79.0,1065.9,1098.2,1383.5,84.5,1719.1,49.6,2341.7,247.2,0.419,0.0,0.0,38.352,0.0
Trompette en Ut,sforzato,other,58,850.6,1378.1,1862.6,2347.1,2982.3,4317.4,-25.15,-22.13,-21.45,-22.84,-24.00,-24.18,879.9,253.4,699.8,1001.3,1411.4,360.3,1119.7,1571.9,1948.8,549.6,1561.2,2325.6,2522.5,760.6,3126.6,976.8,3906.4,1187.5,0.27,0.197,0.0,10.654,0.006
Trompette en Ut,slap_pitched,slap,18,301.5,764.4,1109.0,1453.5,1884.2,2465.6,-47.59,-52.34,-53.17,-52.88,-53.18,-55.98,322.4,108.9,215.3,419.9,726.1,143.2,624.5,839.8,1129.9,263.6,925.9,1270.5,1510.3,361.9,1921.2,375.2,2555.3,717.9,0.458,0.248,1.0,8.119,0.0
Trompette en Ut,staccato,staccato,29,839.8,1388.9,1970.3,2487.1,3111.5,3714.5,-21.85,-19.74,-19.14,-21.42,-23.10,-24.88,936.7,310.9,742.9,1055.1,1481.0,392.2,1184.3,1668.8,2025.6,586.3,1561.2,2347.1,2557.3,748.0,3091.9,934.4,3646.5,1120.2,0.198,0.115,0.5,14.756,0.007
Trompette en Ut,trill_major_second_up,trill,18,398.4,742.9,1055.1,1410.4,1787.3,2185.6,-16.03,-15.48,-11.99,-14.57,-14.87,-19.43,392.4,101.5,301.5,473.7,761.4,195.0,602.9,882.9,1124.5,291.7,893.6,1313.5,1485.8,368.2,1812.4,402.9,2208.3,509.0,0.469,0.0,0.0,31.419,0.002
Trompette en Ut,trill_minor_second_up,trill,31,538.3,969.0,1367.4,1830.3,2282.5,2401.0,-22.40,-13.55,-16.83,-16.66,-19.69,-21.26,584.5,218.8,409.1,764.4,1122.9,433.0,796.7,1432.0,1646.2,672.6,1076.7,2153.3,2166.9,920.5,2693.4,1159.1,2974.5,1223.2,0.322,0.0,0.0,27.419,0.003
Trompette en Ut,vocalize_on_harmonics,harmonics,2,376.8,689.1,1087.4,1410.4,1905.7,2217.9,-10.53,-3.05,-9.41,-5.20,-12.03,-13.80,371.4,5.4,366.1,376.8,672.9,16.1,656.8,689.1,1049.7,37.7,1012.1,1087.4,1383.5,26.9,1760.3,145.3,2121.0,96.9,0.506,0.0,0.0,25.231,0.001
Trompette+sourdine cup,flatterzunge,flutter,30,1421.2,1862.6,2390.2,3499.1,3757.5,5243.3,-26.38,-19.46,-30.60,-23.04,-27.95,-27.22,1164.6,546.6,936.7,1582.7,1939.8,455.5,1636.5,2002.6,2608.0,663.3,2110.3,3100.8,3298.2,746.9,4000.7,876.4,4860.5,773.6,0.2,0.166,0.0,12.184,0.004
Trompette+sourdine cup,ordinario,ordinario,34,1442.7,1841.1,2336.4,3531.4,4715.8,5307.9,-37.68,-32.36,-38.67,-32.09,-43.34,-33.77,1227.1,554.6,1195.1,1582.7,1865.2,280.6,1636.5,2045.7,2585.3,560.6,2099.5,3111.5,3511.5,570.4,4412.4,695.3,5298.4,307.7,0.2,0.196,0.0,10.708,0.005
Trompette+sourdine harmon,flatterzunge,flutter,31,2110.3,2982.3,3477.6,4199.0,4737.3,5081.8,-33.95,-28.91,-26.38,-30.56,-24.22,-24.83,1584.8,1027.5,258.4,2508.6,2900.4,409.4,2799.3,3176.1,3490.8,415.0,3294.6,3628.3,4142.4,488.8,4746.3,354.3,5253.1,476.7,0.2,0.331,0.0,3.931,0.004
Trompette+sourdine harmon,ordinario,ordinario,34,2357.9,3305.3,3962.1,4597.3,4984.9,5587.9,-55.52,-35.44,-48.18,-37.04,-33.93,-44.27,2067.2,1038.2,2067.2,2810.1,3147.0,354.8,2960.8,3337.6,3867.7,530.6,3488.4,4220.5,4477.6,448.5,4988.4,262.9,5494.8,351.6,0.2,0.332,0.0,3.914,0.005
Trompette+sourdine sèche,flatterzunge,flutter,31,1044.4,1593.5,1991.8,2314.8,2680.9,3273.0,-21.71,-17.42,-15.23,-17.14,-19.94,-20.97,1046.4,214.1,818.3,1270.5,1563.2,276.5,1335.1,1744.2,2088.7,468.1,1733.4,2465.6,2603.8,670.5,3108.1,844.1,3663.8,1073.5,0.329,0.18,0.0,11.493,0.003
Trompette+sourdine sèche,ordinario,ordinario,34,1098.2,1658.1,2217.9,2799.3,3520.7,3972.9,-36.34,-31.36,-29.89,-30.29,-32.33,-33.94,1119.4,281.8,882.9,1335.1,1685.6,306.7,1496.6,1970.3,2226.2,367.5,1981.1,2487.1,2767.6,528.9,3432.6,730.3,4080.2,990.2,0.227,0.144,0.0,13.281,0.005
Trompette+sourdine wah,closed_to_open,other,33,958.2,1421.2,1862.6,2401.0,3671.4,5114.1,-55.24,-35.76,-32.06,-50.94,-47.61,-50.28,832.3,462.0,301.5,1173.6,1424.5,327.2,1345.8,1582.7,1829.3,273.7,1690.4,1948.8,2757.9,800.3,3886.4,964.7,4881.8,769.5,0.2,0.0,0.0,23.985,0.004
Trompette+sourdine wah,flatterzunge_open,flutter,30,484.5,990.5,1442.7,1765.7,2207.2,2605.5,-31.57,-19.57,-34.63,-36.68,-42.07,-41.60,520.7,249.2,290.7,721.4,1037.9,437.0,667.5,1388.9,1543.2,646.5,979.8,1970.3,1985.1,795.3,2538.6,1075.4,2881.3,1125.7,0.276,0.0,0.0,56.292,0.004
Trompette+sourdine wah,open_to_closed,other,33,1012.1,1507.3,1862.6,2433.3,3746.8,4995.7,-54.56,-35.82,-32.82,-51.51,-48.16,-44.35,863.0,457.7,344.5,1205.9,1518.1,170.9,1421.2,1582.7,1915.5,343.7,1765.7,1959.5,2800.9,755.6,3938.0,743.7,4958.8,534.6,0.2,0.0,0.0,21.955,0.005
Trompette+sourdine wah,ordinario_closed,ordinario,33,581.4,1173.6,1808.8,2174.9,3165.4,5200.3,-62.56,-59.83,-47.45,-47.61,-58.35,-53.70,588.2,347.1,258.4,893.6,1203.6,510.6,753.7,1593.5,1733.7,554.1,1259.7,2110.3,2484.1,950.2,3177.2,1132.5,4396.1,1330.6,0.2,0.191,0.0,10.938,0.004
Trompette+sourdine wah,ordinario_open,ordinario,34,559.9,936.7,1324.3,1733.4,2110.3,2842.4,-42.87,-32.04,-47.50,-47.45,-50.25,-51.09,553.2,277.8,301.5,796.7,962.3,413.5,667.5,1087.4,1442.1,636.8,1022.8,1561.2,1979.1,910.3,2452.0,1057.3,3067.0,1215.6,0.233,0.0,0.0,65.374,0.004
Alto,artificial_harmonic,harmonics,53,376.8,742.9,1539.6,2174.9,2907.0,3509.9,-20.48,-25.34,-31.57,-27.14,-31.64,-31.86,369.3,23.7,355.3,387.6,792.1,156.9,721.4,786.0,1561.8,399.9,1152.0,1884.2,2239.5,384.4,2840.8,415.0,3683.4,697.2,0.614,0.094,0.0,15.799,0.002
Alto,artificial_harmonic_tremolo,harmonics,54,366.1,742.9,1550.4,2217.9,2939.3,3520.7,-20.68,-24.37,-30.84,-26.68,-30.58,-31.00,361.1,45.5,333.8,376.8,867.7,315.1,710.6,839.8,1599.4,473.5,1141.3,1981.1,2279.3,541.2,2836.5,561.3,3831.9,891.6,0.582,0.105,0.0,15.249,0.002
Alto,behind_the_bridge,behind_bridge,4,355.3,1001.3,1959.5,2993.1,4328.2,4941.9,-25.83,-26.96,-35.65,-28.58,-29.87,-27.94,449.5,163.2,355.3,732.1,1017.4,376.1,732.1,1636.5,2002.6,756.6,1421.2,3251.5,3076.6,783.2,3908.3,673.5,4772.3,826.2,0.299,0.236,0.0,8.722,0.003
Alto,behind_the_fingerboard,other,4,710.6,1313.5,2401.0,3326.9,3789.8,4888.0,-34.80,-39.13,-30.51,-38.43,-42.02,-36.52,694.4,34.5,710.6,721.4,1668.8,696.8,1248.9,2874.7,2616.3,385.4,2390.2,3283.8,3291.9,255.8,3881.4,397.1,4939.2,184.8,0.492,0.319,0.0,4.555,0.002
Alto,chromatic_scale,other,2,387.6,732.1,1044.4,1528.9,2121.0,3154.6,2.73,-4.17,-6.79,-9.57,-7.77,-9.90,376.8,10.8,366.1,387.6,726.7,5.4,721.4,732.1,1044.4,0.0,1044.4,1044.4,1518.1,10.8,2099.5,21.5,3133.1,21.5,0.498,0.082,0.0,16.404,0.001
Alto,col_legno_battuto,col_legno,64,376.8,753.7,1302.8,1755.0,2217.9,3090.0,-19.81,-23.94,-28.79,-28.34,-28.26,-28.17,412.3,182.3,312.2,463.0,843.2,282.2,656.8,1022.8,1339.6,373.6,1065.9,1561.2,1850.7,468.6,2435.4,649.0,3201.5,941.7,0.377,0.0,1.0,30.309,0.003
Alto,col_legno_tratto,col_legno,64,355.3,732.1,1442.7,2078.0,2433.3,3143.8,-16.91,-23.49,-29.83,-25.65,-30.06,-28.41,387.3,139.4,323.0,398.4,864.2,297.7,699.8,979.8,1463.6,444.5,1055.1,1755.0,2135.0,596.5,2789.7,785.1,3556.3,1089.1,0.441,0.0,1.0,23.914,0.003
Alto,crescendo,crescendo,48,376.8,807.5,1604.2,2153.3,2745.5,3488.4,-15.77,-24.09,-26.91,-23.40,-28.22,-28.12,391.0,120.7,323.0,419.9,992.1,461.3,710.6,1227.4,1659.6,530.3,1302.8,2078.0,2297.5,590.4,2951.6,745.3,3789.2,953.3,0.469,0.127,0.0,14.161,0.004
Alto,crescendo_to_decrescendo,crescendo,64,376.8,775.2,1571.9,2207.2,2820.8,3413.0,-21.98,-29.37,-34.14,-30.31,-33.17,-34.30,371.6,69.8,323.0,409.1,858.1,231.7,699.8,1001.3,1572.8,363.2,1335.1,1765.7,2241.1,438.7,2828.6,546.4,3613.7,707.5,0.545,0.054,0.0,17.798,0.004
Alto,crushed_to_ordinario,ordinario,64,344.5,753.7,1098.2,1744.2,2304.1,3090.0,4.05,-4.17,-6.94,-10.19,-7.24,-10.27,359.7,69.5,323.0,376.8,794.5,222.9,710.6,839.8,1233.1,374.1,1022.8,1259.7,1822.8,441.9,2424.0,458.3,3064.8,520.2,0.546,0.124,0.0,14.299,0.001
Alto,decrescendo,crescendo,48,387.6,872.1,1668.8,2368.7,3133.1,3865.2,-17.27,-26.51,-27.69,-27.28,-27.54,-30.27,429.3,134.9,344.5,452.2,1002.0,390.3,753.7,1098.2,1757.2,530.1,1248.9,2185.6,2447.2,636.7,3167.2,776.9,3929.1,986.7,0.448,0.132,0.0,13.885,0.004
Alto,hit_on_body,other,5,236.9,602.9,1055.1,1367.4,1722.7,1948.8,-10.03,-16.99,-17.06,-29.04,-37.11,-38.09,267.0,61.8,226.1,290.7,661.1,233.7,441.4,775.2,1029.3,266.0,796.7,1076.7,1294.7,180.5,1617.7,210.8,1749.6,199.2,0.462,0.0,0.0,93.559,0.001
Alto,natural_harmonics_glissandi,harmonics,24,409.1,1464.3,1927.2,2196.4,2820.8,3143.8,-22.70,-24.90,-23.23,-22.91,-23.56,-17.96,806.1,605.6,366.1,1141.3,1400.6,648.3,710.6,2185.6,1884.2,719.9,1302.8,2627.1,2201.3,744.8,2680.4,768.9,3254.8,670.9,0.187,0.065,0.0,17.232,0.001
Alto,non_vibrato,vibrato,297,366.1,753.7,1399.7,2110.3,2788.5,3445.3,-19.50,-27.12,-31.33,-26.80,-31.61,-32.80,370.3,92.4,333.8,398.4,850.8,285.2,699.8,1033.6,1467.4,416.8,1109.0,1755.0,2134.3,514.2,2813.0,645.1,3576.5,879.1,0.511,0.025,0.0,19.238,0.003
Alto,note_lasting,other,52,387.6,786.0,1539.6,2207.2,2637.8,3359.2,-21.84,-30.10,-31.82,-28.84,-36.44,-34.43,415.1,163.1,323.0,452.2,927.2,388.5,699.8,1098.2,1551.0,515.4,1087.4,1959.5,2219.0,649.3,2872.4,841.8,3691.9,1071.1,0.405,0.048,0.0,18.098,0.004
Alto,on_the_bridge,other,1,366.1,710.6,1033.6,1313.5,1927.2,3133.1,-20.87,-26.25,-31.55,-32.85,-31.98,-30.41,366.1,0.0,366.1,366.1,710.6,0.0,710.6,710.6,1033.6,0.0,1033.6,1033.6,1313.5,0.0,1927.2,0.0,3133.1,0.0,0.0,0.12,0.0,14.508,0.001
Alto,on_the_frog,other,1,215.3,689.1,1022.8,1755.0,2099.5,4317.4,-12.79,-20.00,-30.91,-35.14,-38.39,-39.39,215.3,0.0,215.3,215.3,689.1,0.0,689.1,689.1,1022.8,0.0,1022.8,1022.8,1755.0,0.0,2099.5,0.0,4317.4,0.0,0.0,0.113,0.0,14.856,0.002
Alto,on_the_tuning_pegs,other,4,333.8,1076.7,1571.9,1991.8,3391.5,5060.3,-38.14,-34.00,-35.07,-45.57,-45.08,-42.42,433.4,210.2,301.5,796.7,1060.5,105.1,1022.8,1216.6,1493.9,144.3,1378.1,1690.4,2008.0,435.8,3526.1,1133.9,4730.1,497.7,0.228,0.25,0.0,8.003,0.002
Alto,ordinario,ordinario,309,376.8,829.0,1539.6,2207.2,2939.3,3477.6,-18.48,-27.98,-29.94,-27.02,-29.82,-31.15,419.0,202.5,333.8,419.9,998.1,416.2,721.4,1162.8,1646.3,505.6,1227.4,1970.3,2283.2,597.8,2962.4,728.4,3743.7,1004.5,0.346,0.036,0.0,18.696,0.005
Alto,ordinario_to_crushed,ordinario,48,333.8,732.1,1076.7,1905.7,2250.2,3111.5,8.04,0.64,-3.28,-4.80,-3.81,-7.28,336.5,35.0,323.0,355.3,734.6,70.2,699.8,786.0,1136.5,251.8,1012.1,1130.5,1840.2,297.8,2312.8,365.7,3057.3,407.7,0.598,0.133,0.0,13.849,0.001
Alto,ordinario_to_sul_ponticello,ordinario,52,376.8,742.9,1604.2,2196.4,2777.8,3337.6,-20.17,-26.29,-32.25,-28.69,-32.34,-31.10,375.0,105.5,333.8,398.4,877.3,358.7,689.1,1001.3,1601.3,484.4,1109.0,1959.5,2225.4,505.8,2868.5,505.6,3638.9,715.1,0.492,0.07,0.0,17.026,0.003
Alto,ordinario_to_sul_tasto,ordinario,64,355.3,764.4,1507.3,2110.3,2853.1,3359.2,-24.25,-31.36,-35.09,-31.65,-33.79,-33.99,361.5,92.2,323.0,409.1,877.8,370.8,689.1,1055.1,1511.9,484.3,1098.2,1787.3,2147.9,550.0,2842.0,587.8,3662.5,744.2,0.512,0.047,0.0,18.13,0.003
Alto,ordinario_to_tremolo,ordinario,48,376.8,829.0,1442.7,2067.2,2627.1,3176.1,-16.22,-24.40,-28.29,-24.61,-28.62,-27.85,420.1,133.4,333.8,452.2,909.6,246.0,742.9,1033.6,1512.3,447.2,1098.2,1959.5,2171.0,623.9,2866.4,775.2,3631.0,1004.0,0.45,0.046,0.0,18.18,0.004
Alto,pizzicato_bartok,pizzicato,57,301.5,581.4,1076.7,1528.9,2357.9,3133.1,-5.78,-3.80,-6.55,-13.84,-17.17,-12.02,353.0,122.6,279.9,376.8,726.3,250.9,538.3,904.4,1186.2,345.5,925.9,1410.4,1687.3,523.4,2480.1,659.2,3371.1,840.4,0.466,0.136,1.0,13.682,0.003
Alto,pizzicato_l_vib,pizzicato,192,301.5,678.3,1087.4,1539.6,2153.3,3046.9,-10.34,-26.92,-24.35,-28.61,-37.14,-42.82,305.1,70.3,258.4,333.8,722.5,203.8,570.6,872.1,1145.0,245.4,969.0,1388.9,1635.3,404.9,2241.5,605.5,2936.5,726.4,0.545,0.0,1.0,122.151,0.003
Alto,pizzicato_secco,pizzicato,156,290.7,667.5,1087.4,1528.9,2121.0,2799.3,-8.81,-25.61,-25.42,-29.46,-37.32,-44.57,303.2,73.7,247.6,344.5,700.8,187.5,538.3,839.8,1153.8,263.1,958.2,1432.0,1586.1,379.2,2129.6,506.0,2697.6,536.5,0.539,0.0,1.0,137.295,0.004
Alto,sforzato,other,96,376.8,979.8,1593.5,2336.4,3143.8,3811.4,-17.25,-25.45,-26.09,-25.39,-26.44,-28.68,435.2,184.2,333.8,473.7,1029.1,395.4,732.1,1119.7,1720.7,495.9,1378.1,2121.0,2414.7,655.8,3217.6,913.3,4041.7,1139.9,0.374,0.105,0.0,15.268,0.004
Alto,staccato,staccato,64,366.1,861.3,1625.8,2336.4,2820.8,3413.0,-19.99,-28.39,-30.01,-29.22,-31.12,-32.44,404.6,152.6,301.5,463.0,955.4,406.1,699.8,1141.3,1655.0,514.7,1152.0,2088.7,2281.5,679.0,2915.2,822.9,3746.6,1050.3,0.421,0.0,0.5,21.767,0.005
Alto,sul_ponticello,sul_ponticello,95,366.1,753.7,1496.6,2196.4,2928.5,3466.8,-17.95,-23.85,-29.32,-26.30,-31.00,-30.91,409.9,224.2,344.5,387.6,899.5,335.4,699.8,1001.3,1599.1,440.8,1216.6,2045.7,2246.7,464.1,2884.5,594.6,3584.3,779.4,0.314,0.052,0.0,17.924,0.004
Alto,sul_ponticello_to_ordinario,ordinario,64,376.8,775.2,1604.2,2196.4,2950.0,3348.4,-20.34,-27.86,-33.17,-28.92,-30.16,-32.16,393.8,114.2,333.8,409.1,931.0,348.6,710.6,1055.1,1609.6,469.6,1141.3,1970.3,2252.4,526.1,3011.6,599.4,3733.2,885.7,0.479,0.058,0.0,17.614,0.004
Alto,sul_ponticello_to_sul_tasto,sul_ponticello,49,376.8,807.5,1647.3,2228.7,2907.0,3337.6,-20.38,-28.56,-33.12,-28.33,-30.34,-31.13,441.9,234.6,355.3,419.9,990.7,431.0,721.4,1076.7,1657.2,485.4,1162.8,1970.3,2294.4,555.3,2972.0,661.5,3752.3,895.1,0.298,0.097,0.0,15.658,0.004
Alto,sul_ponticello_tremolo,sul_ponticello,95,366.1,850.6,1539.6,2207.2,2788.5,3348.4,-19.60,-27.94,-29.47,-25.82,-29.83,-33.41,517.6,371.5,344.5,430.7,1082.3,484.8,710.6,1216.6,1684.2,544.3,1205.9,2067.2,2272.8,645.2,2870.7,764.5,3515.6,954.1,0.2,0.052,0.0,17.883,0.004
Alto,sul_tasto,sul_tasto,95,366.1,753.7,1324.3,2078.0,2637.8,3154.6,-24.97,-31.95,-36.91,-31.32,-38.91,-34.32,367.9,86.8,323.0,409.1,823.8,274.7,699.8,915.2,1409.2,409.8,1098.2,1668.8,1998.4,478.1,2660.7,592.3,3384.3,772.5,0.52,0.0,0.0,21.632,0.003
Alto,sul_tasto_to_ordinario,ordinario,52,376.8,742.9,1464.3,2185.6,2820.8,3305.3,-24.48,-30.74,-35.98,-32.08,-35.64,-35.62,370.8,95.5,323.0,398.4,829.9,284.1,699.8,979.8,1461.2,417.6,1087.4,1851.9,2102.2,492.7,2787.5,623.6,3607.4,921.6,0.507,0.034,0.0,18.807,0.003
Alto,sul_tasto_to_sul_ponticello,sul_ponticello,52,376.8,764.4,1528.9,2250.2,2950.0,3445.3,-21.75,-27.89,-33.37,-30.65,-31.70,-36.06,384.3,79.9,344.5,398.4,869.0,274.7,699.8,925.9,1563.6,418.5,1152.0,1959.5,2268.4,436.6,2926.9,578.1,3735.6,845.3,0.53,0.06,0.0,17.512,0.003
Alto,sul_tasto_tremolo,sul_tasto,95,366.1,753.7,1227.4,1970.3,2476.3,3143.8,-20.00,-26.43,-31.38,-30.81,-32.91,-31.54,396.8,132.4,333.8,430.7,835.5,279.0,678.3,969.0,1360.6,417.0,1087.4,1539.6,1930.3,555.5,2588.9,720.0,3296.3,931.4,0.451,0.024,0.0,19.319,0.003
Alto,tremolo,tremolo,309,366.1,775.2,1356.6,2013.4,2648.6,3273.0,-12.17,-18.66,-22.68,-19.94,-27.13,-28.00,409.5,143.1,333.8,430.7,903.6,305.5,710.6,1044.4,1467.7,457.2,1109.0,1722.7,2068.0,638.0,2749.0,849.4,3506.4,1067.3,0.435,0.016,0.0,19.72,0.003
Alto,tremolo_to_ordinario,ordinario,48,366.1,796.7,1453.5,2207.2,3068.5,3477.6,-14.49,-20.51,-24.95,-21.19,-25.32,-28.28,423.3,149.9,333.8,463.0,916.3,350.4,710.6,1076.7,1560.7,554.0,1109.0,2056.4,2219.9,749.0,2941.7,940.3,3686.4,1165.3,0.425,0.094,0.0,15.796,0.003
Alto,trill_major_second_up,trill,64,419.9,807.5,1453.5,2121.0,2799.3,3208.4,-13.15,-18.57,-20.75,-17.71,-19.20,-17.50,499.0,239.7,366.1,549.1,1031.6,488.3,710.6,1324.3,1604.4,667.5,1055.1,2099.5,2223.1,704.1,2847.1,741.2,3527.7,831.3,0.291,0.046,0.0,18.203,0.003
Alto,trill_minor_second_up,trill,64,409.1,882.9,1528.9,2142.6,2788.5,3165.4,-16.53,-24.90,-22.43,-19.99,-21.06,-18.08,458.8,177.6,366.1,473.7,977.1,368.8,721.4,1195.1,1573.8,561.6,1065.9,1970.3,2248.4,680.4,2913.9,887.1,3562.7,1043.1,0.384,0.05,0.0,17.983,0.004
Alto+sourdine,non_vibrato,vibrato,156,333.8,710.6,1076.7,1604.2,2153.3,2971.6,-19.99,-27.47,-29.37,-39.17,-36.63,-40.70,329.0,60.2,290.7,366.1,701.3,132.2,624.5,753.7,1165.9,346.1,1033.6,1227.4,1742.5,546.4,2480.5,933.2,3484.8,1318.9,0.56,0.056,0.0,17.724,0.003
Alto+sourdine,ordinario,ordinario,168,344.5,721.4,1098.2,1647.3,2174.9,3143.8,-18.93,-26.34,-28.21,-38.55,-34.54,-38.11,369.3,134.5,301.5,398.4,799.9,327.0,689.1,839.8,1349.5,610.9,1033.6,1367.4,1994.2,843.8,2713.6,1131.1,3701.2,1379.4,0.448,0.088,0.0,16.089,0.005
Alto+sourdine,tremolo,tremolo,56,344.5,732.1,1098.2,1636.5,2196.4,3100.8,-6.80,-13.56,-14.70,-24.81,-23.17,-27.74,393.4,150.8,301.5,419.9,844.0,293.8,699.8,947.5,1347.7,492.9,1055.1,1528.9,1899.2,668.1,2546.7,947.0,3373.4,1193.9,0.424,0.077,0.0,16.637,0.004
Alto+sourdine piombo,non_vibrato,vibrato,36,215.3,570.6,1076.7,1787.3,3133.1,5254.1,-36.47,-42.99,-48.90,-55.72,-51.81,-50.56,219.2,39.2,183.0,236.9,652.0,189.8,516.8,818.3,1195.7,400.2,893.6,1410.4,1960.1,643.9,3332.6,970.4,4877.9,948.2,0.591,0.335,0.0,3.733,0.003
